input_value,output_value
-0.7853981633974483,1.1900711333823644
-0.7822565707438585,1.1820379949640896
-0.7791149780902686,1.1740516240005725
-0.7759733854366789,1.170075640021151
-0.7728317927830891,1.162157432662521
-0.7696902001294993,1.1542834207796846
-0.7665486074759095,1.1464526648174154
-0.7634070148223198,1.1386642713809798
-0.7602654221687299,1.134785693330901
-0.7571238295151401,1.127059262495386
-0.7539822368615503,1.119373144246896
-0.7508406442079606,1.111726585406172
-0.7476990515543708,1.1041188675564195
-0.744557458900781,1.1003293584950025
-0.7414158662471911,1.092778626126762
-0.7382742735936014,1.0852650776748587
-0.7351326809400116,1.0777881011448627
-0.7319910882864218,1.0703471111299474
-0.728849495632832,1.0666399350263565
-0.7257079029792421,1.059251881658036
-0.7225663103256524,1.051898458056137
-0.7194247176720626,1.0445791607497328
-0.7162831250184728,1.0372935068699594
-0.7131415323648831,1.0336631506778606
-0.7099999397112933,1.0264270989213913
-0.7068583470577035,1.0192235664677924
-0.7037167544041136,1.012052134293144
-0.7005751617505238,1.0049123995148719
-0.6974335690969341,1.0013542969558884
-0.6942919764433443,0.994261386139637
-0.6911503837897545,0.987199230787831
-0.6880087911361646,0.9801674782750449
-0.6848671984825749,0.9731657887381978
-0.6817256058289851,0.9696761147123363
-0.6785840131753953,0.9627189087648995
-0.6754424205218055,0.9557909678993368
-0.6723008278682158,0.948891992154822
-0.669159235214626,0.9420216917446879
-0.6660176425610361,0.9385972068921482
-0.6628760499074463,0.9317693971866934
-0.6597344572538566,0.9249695797014393
-0.6565928646002668,0.9181974965631118
-0.653451271946677,0.9114528980619147
-0.6503096792930871,0.9080908296533193
-0.6471680866394973,0.9013870068227484
-0.6440264939859076,0.8947100776057385
-0.6408849013323178,0.8880598179767539
-0.637743308678728,0.8814360104991794
-0.6346017160251383,0.8781339600951639
-0.6314601233715484,0.8715494368248966
-0.6283185307179586,0.864990848997878
-0.6251769380643688,0.8584579999599298
-0.622035345410779,0.851950698400753
-0.6188937527571893,0.848706569543545
-0.6157521601035995,0.8422372416017299
